id,gen,sp,ssp,en,rec,cnt,loc,lat,lng,alt,type,url,file,file-name,sono,lic,q,length,time,date,uploaded,also,rmk,bird-seen,playback-used
608529,Scleroptila,levaillantii,kikuyuensis,Red-winged Francolin,Phil Gregory,Uganda,"Ndorwa (near  Bikongozo), Kabale, Western Region",-1.2533,30.0458,2000,call,//xeno-canto.org/608529,https://xeno-canto.org/608529/download,XC608529-Redwing Francolin Nr Kabale May 25 2018 edit PG1681.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC608529-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC608529-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC608529-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC608529-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:35,11:30,2018-05-25,2020-12-13,[''],Calling in farmbush S of Kabale wen we stopped for lunch,no,yes
739639,Dendroperdix,sephaena,,Crested Francolin,Peter Boesman,Uganda,Queen Elizabeth National Park,-0.712,29.6301,,call,//xeno-canto.org/739639,https://xeno-canto.org/739639/download,XC739639-LS_51130 Crested Francolin call B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739639-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739639-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739639-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739639-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:58,06:00,2022-06-24,2022-07-27,[''],,unknown,unknown
281986,Dendroperdix,sephaena,grantii,Crested Francolin,Rolf A. de By,Uganda,north of Lk Mburo NP,-0.48,31.03,1310,call,//xeno-canto.org/281986,https://xeno-canto.org/281986/download,XC281986-rdb_09092015_1807_Crested_Francolin.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC281986-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC281986-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC281986-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PTYTXQRLSZ/ffts/XC281986-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,3:09,18:07,2015-09-09,2015-09-20,[''],Some handling and wind noise; source bird also somewhat out of focus.,no,no
182107,Dendroperdix,sephaena,,Crested Francolin,Phil Gregory,Uganda,"Lake Mburo National Park, Kiruhura, Western Region",-0.5968,31.0106,1300,call,//xeno-canto.org/182107,https://xeno-canto.org/182107/download,XC182107-Coqui Francolin Mburo 10:6:14 PG1118.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC182107-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC182107-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC182107-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC182107-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:59,06:30,2014-06-10,2014-06-15,[''],Calling below Mantana  tented camp at dawn,no,no
83787,Dendroperdix,sephaena,,Crested Francolin,David C. Moyer,Uganda,"Paraa, Murchinson Falls National Park, NW Uganda",2.2662,31.5595,800,Song,//xeno-canto.org/83787,https://xeno-canto.org/83787/download,Crested Francolin.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HBSLCUKXGS/ffts/XC83787-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HBSLCUKXGS/ffts/XC83787-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HBSLCUKXGS/ffts/XC83787-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HBSLCUKXGS/ffts/XC83787-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:20,19:09,2011-07-11,2011-07-19,"['Cichladusa guttata', 'Cossypha heuglini']",A pair of birds standing under an acacia bush and singing in the evening,unknown,unknown
667443,Dendroperdix,sephaena,grantii,Crested Francolin,Niall Perrins,Uganda,"Rwakobo Rock, Western Region",-0.5283,31.0002,1300,"adult, call, sex uncertain",//xeno-canto.org/667443,https://xeno-canto.org/667443/download,XC667443-2021-07-19 06_50CrestedFranc.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/ffts/XC667443-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/ffts/XC667443-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/ffts/XC667443-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/ffts/XC667443-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:41,06:50,2021-07-19,2021-08-10,[''],,no,no
237750,Dendroperdix,sephaena,,Crested Francolin,Martin St-Michel,Uganda,"Lake Mburo National Park, Kiruhura, Western Region",-0.5968,31.0106,1300,call,//xeno-canto.org/237750,https://xeno-canto.org/237750/download,XC237750-Dendroperdix sephaena (Mburo-2015-02-22-18h15) LS114115.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC237750-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC237750-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC237750-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC237750-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:16,18:15,2015-02-22,2015-04-29,[''],Habitat: accacia savanna.,no,no
48355,Dendroperdix,sephaena,,Crested Francolin,Marcell Claassen,Uganda,"Mihingo Lodge, Lake Mburo NP",-0.598,31.077,1322,alarm call,//xeno-canto.org/48355,https://xeno-canto.org/48355/download,Crested Francolin (Francolinus sepha 1.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC48355-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC48355-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC48355-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AAIESTNDCJ/ffts/XC48355-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,D,0:13,14:45,2010-03-30,2010-05-05,[''],bird in bush calling as I approached img:http://farm5.static.flickr.com/4072/4500064585_cc8869777d.jpg,unknown,unknown
739971,Pternistis,nobilis,,Handsome Spurfowl,Peter Boesman,Uganda,"Ruhija, Bwindi Impenetrable Forest, Kisoro, Western Region",-1.062,29.7865,,call,//xeno-canto.org/739971,https://xeno-canto.org/739971/download,XC739971-LS_51505 Handsome Spurfowl calls A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739971-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739971-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739971-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739971-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:10,10:00,2022-06-29,2022-07-27,[''],,unknown,unknown
739970,Pternistis,nobilis,,Handsome Spurfowl,Peter Boesman,Uganda,"Ruhija, Bwindi Impenetrable Forest, Kisoro, Western Region",-1.062,29.7865,,call,//xeno-canto.org/739970,https://xeno-canto.org/739970/download,XC739970-LS_51504 Handsome Spurfowl calls A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739970-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739970-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739970-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739970-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:00,10:00,2022-06-29,2022-07-27,[''],,unknown,unknown
739968,Pternistis,nobilis,,Handsome Spurfowl,Peter Boesman,Uganda,"Ruhija, Bwindi Impenetrable Forest, Kisoro, Western Region",-1.062,29.7865,,call,//xeno-canto.org/739968,https://xeno-canto.org/739968/download,XC739968-LS_51492 Handsome Spurfowl calls A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739968-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739968-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739968-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739968-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:52,10:00,2022-06-29,2022-07-27,[''],,unknown,unknown
739969,Pternistis,nobilis,,Handsome Spurfowl,Peter Boesman,Uganda,"Ruhija, Bwindi Impenetrable Forest, Kisoro, Western Region",-1.062,29.7865,,call,//xeno-canto.org/739969,https://xeno-canto.org/739969/download,XC739969-LS_51501 Handsome Spurfowl call B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739969-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739969-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739969-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739969-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:24,10:00,2022-06-29,2022-07-27,[''],,unknown,unknown
157042,Pternistis,nobilis,,Handsome Spurfowl,Hans Groot,Uganda,"Buhoma, Bwindi Impenetrable Forest",-0.989,29.616,1500,call,//xeno-canto.org/157042,https://xeno-canto.org/157042/download,XC157042-Handsome Francolin Buhoma 200213.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/ffts/XC157042-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/ffts/XC157042-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/ffts/XC157042-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OTVUCEGYZN/ffts/XC157042-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:53,11:00,2013-02-20,2013-12-07,[''],,yes,no
41203,Pternistis,nobilis,,Handsome Spurfowl,Louis Boon,Uganda,Bwindi NP ,-1.026308,29.679222,1800,Call,//xeno-canto.org/41203,https://xeno-canto.org/41203/download,HandsomeFrancolin.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/IODAFNJGEM/ffts/XC41203-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IODAFNJGEM/ffts/XC41203-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IODAFNJGEM/ffts/XC41203-large.png', 'full': '//xeno-canto.org/sounds/uploaded/IODAFNJGEM/ffts/XC41203-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:21,15:00,2009-08-10,2009-12-06,[''],,unknown,unknown
352796,Pternistis,squamatus,,Scaly Spurfowl,Josh Engel,Uganda,"Agoro Agu Forest Reserve, Lamwo, Northern Region",3.8104,32.9224,2100,song,//xeno-canto.org/352796,https://xeno-canto.org/352796/download,XC352796-Francolin_mystery_160810_03.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AHACCPDBSA/ffts/XC352796-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AHACCPDBSA/ffts/XC352796-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AHACCPDBSA/ffts/XC352796-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AHACCPDBSA/ffts/XC352796-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:08,07:30,2016-08-10,2017-01-26,[''],Grassland with flat-top acacias near montane forest . Yellow-necked Spurfowl?,no,no
739967,Pternistis,icterorhynchus,,Heuglin's Spurfowl,Peter Boesman,Uganda,Farmland west of Soroti,1.892831,33.466989,,song,//xeno-canto.org/739967,https://xeno-canto.org/739967/download,XC739967-LS_50599 Heuglin's Spurfowl song A.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739967-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739967-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739967-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739967-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:25,07:00,2022-06-15,2022-07-27,[''],,unknown,unknown
739966,Pternistis,icterorhynchus,,Heuglin's Spurfowl,Peter Boesman,Uganda,Farmland west of Soroti,1.892831,33.466989,,song,//xeno-canto.org/739966,https://xeno-canto.org/739966/download,XC739966-LS_50597 Heuglin's Spurfowl song B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739966-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739966-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739966-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739966-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:18,06:30,2022-06-15,2022-07-27,[''],,unknown,unknown
739965,Pternistis,icterorhynchus,,Heuglin's Spurfowl,Peter Boesman,Uganda,Farmland west of Soroti,1.892831,33.466989,,song,//xeno-canto.org/739965,https://xeno-canto.org/739965/download,XC739965-LS_50595 Heuglin's Spurfowl song B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739965-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739965-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739965-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739965-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:13,06:30,2022-06-15,2022-07-27,[''],,unknown,unknown
182106,Pternistis,icterorhynchus,,Heuglin's Spurfowl,Phil Gregory,Uganda,"Buruuli (near  Masindi), Masindi, Western Region",1.6801,31.6619,1100,call,//xeno-canto.org/182106,https://xeno-canto.org/182106/download,XC182106-Heuglin's Francolin Masindi 26:5:14 PG1047.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC182106-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC182106-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC182106-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GNEWSLMDAM/ffts/XC182106-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:13,08:30,2014-05-27,2014-06-15,[''],Calling from cultivation not far out of Masindi en route to Kaniyo Pabidi,no,no
83807,Pternistis,icterorhynchus,,Heuglin's Spurfowl,David C. Moyer,Uganda,"Bugungu Airstrip, Murchinson Falls National Park",2.21,31.562,800,?,//xeno-canto.org/83807,https://xeno-canto.org/83807/download,Heuglins Francolin.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HBSLCUKXGS/ffts/XC83807-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HBSLCUKXGS/ffts/XC83807-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HBSLCUKXGS/ffts/XC83807-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HBSLCUKXGS/ffts/XC83807-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:06,8:23,2011-07-09,2011-07-19,['Mirafra rufocinnamomea'],Edited cut of the loud advertisement call of Heuglin's Francolin.  This call is EXACTLY like that of the Red-necked Spurfowl.  I did see the bird making the call and it did NOT have a bare neck and fit Heuglin's Francolin on range and description.,unknown,unknown
739964,Pternistis,clappertoni,,Clapperton's Spurfowl,Peter Boesman,Uganda,Pian Upe National Park,1.846086,34.289982,,song,//xeno-canto.org/739964,https://xeno-canto.org/739964/download,XC739964-LS_50534 Clapperton Francolin song D.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739964-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739964-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739964-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739964-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,D,0:16,08:00,2022-06-14,2022-07-27,[''],,unknown,unknown
739962,Pternistis,afer,,Red-necked Spurfowl,Peter Boesman,Uganda,Queen Elizabeth National Park,-0.712,29.6301,,call,//xeno-canto.org/739962,https://xeno-canto.org/739962/download,XC739962-LS_51087 Red-necked Spurfowl flight call B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739962-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739962-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739962-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC739962-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:08,06:00,2022-06-23,2022-07-27,[''],Call in flight,unknown,unknown
701807,Pternistis,afer,,Red-necked Spurfowl,András Schmidt,Uganda,"Nyabushozi (near  Village), Kiruhura, Western Region",-0.6276,30.9663,1300,"call, life stage uncertain, sex uncertain",//xeno-canto.org/701807,https://xeno-canto.org/701807/download,XC701807-Francolinus afer051117 (online-audio-converter.com).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC701807-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC701807-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC701807-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WMHNJNGJCW/ffts/XC701807-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:02,09:30,2005-11-17,2022-02-12,[''],No modification. Wooded savannah.,yes,no
218087,Pternistis,afer,,Red-necked Spurfowl,Martin St-Michel,Uganda,"Lake Mburo National Park, Kiruhura, Western Region",-0.5968,31.0106,1300,song,//xeno-canto.org/218087,https://xeno-canto.org/218087/download,XC218087-Pternistis afer (Mburo-2015-02-22-16h05) LS114103.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC218087-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC218087-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC218087-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WOPIRNCCSX/ffts/XC218087-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:09,16:05,2015-02-22,2015-03-20,[''],Habitat: accacia savanna.,no,no
